index,type,text,relevance
7795,Person,mahatma gandhi nrega,0.978348
7796,Person,mahatma gandhi nrega,0.963296
7796,Organization,mahatma gandhi nrega,0.905242
7796,Person,chief secretary cs,0.656728
7796,Organization,state employment guarantee council,0.453232
7797,Organization,state department,0.978348
7799,Organization,mahatma gandhi nrega authority,0.978348
7805,Organization,segc,0.978348
7806,Person,qm,0.978348
7807,Quantity,three years,0.978348
7808,Person,qm,0.963296
7808,Quantity,one day,0.945598
7809,Person,qm,0.963296
7809,Quantity,three months,0.586187
7810,Person,sims,0.963296
7810,Organization,sec,0.694508
7814,Quantity,5 %,0.978348
7814,Quantity,one year,0.271751
7815,Person,sims,0.963296
7815,Organization,central government,0.327815
7817,Organization,central government,0.963296
7817,Organization,tsc of ministry of drinking water supply and sanitation,0.350238
7819,Organization,actit,0.978348
7821,Organization,central  state finance commission,0.963296
7821,Organization,ministry of water resources national,0.53938
7823,IPAddress,5.3.1.1,0.958279
7823,IPAddress,5.3.1.2,0.795464
7823,IPAddress,5.3.1.3,0.536145
7825,IPAddress,5.3.1.2,0.952545
7825,Organization,line department,0.903631
7825,IPAddress,5.3.1.3,0.633977
7825,Organization,nodal ministry department,0.451359
7825,Organization,dpc,0.314605
7825,Organization,deg,0.22878
7825,Organization,gram sabha,0.1645
7828,Quantity,forty percent,0.978348
7838,Organization,ministry of rural development,0.978348
7839,Organization,dpr for the watershed project,0.958279
7839,Organization,dpr,0.715674
7839,Quantity,6 0%,0.253191
7842,Quantity,10 0 days,0.978348
7843,Quantity,1 0 days,0.978348
7844,Company,federated,0.978348
7845,Company,federated,0.978348
7853,Organization,department of the central government,0.95577
7853,Quantity,2g,0.659165
7853,Organization,central government,0.197236
7853,Organization,state government,0.142712
7857,Organization,state employment guarantee mission,0.978348
7859,Organization,national state district,0.978348
7861,Quantity,1 0 years,0.978348
7862,Organization,national level resource agency,0.978348
7865,Quantity,1 0 years,0.978348
7867,Quantity,5 years,0.978348
7873,Person,lee,0.978348
7874,Organization,cob,0.978348
7879,Quantity,one gram,0.978348
7880,Organization,technical corps,0.978348
7881,Quantity,6%,0.978348
7883,Organization,intermediate panchayats,0.978348
7886,Organization,dpc,0.978348
7887,Quantity,three months,0.978348
7889,Location,sf,0.978348
7894,Organization,cats xiii,0.978348
7896,Location,india,0.978348
7897,Organization,gram sabha,0.978348
7899,Location,india,0.978348
7901,Quantity,4 0 %,0.978348
7904,Quantity,2 5 %,0.978348
7905,Quantity,0.5 m,0.963296
7905,Quantity,10 0%,0.145766
7907,Quantity,1 0%,0.978348
7909,Location,boulder,0.963296
7909,Quantity,1 m,0.800946
7909,Quantity,20 0 meters,0.739383
7909,Quantity,10 0%,0.716547
7914,Organization,pias,0.958279
7914,Quantity,5 0%,0.546732
7914,Quantity,2 months,0.219488
7914,Quantity,six months,0.176108
7914,Quantity,two days,0.061816
7914,Organization,state council,0.005086
7915,Organization,sec,0.963296
7915,Organization,state council,0.737411
7915,Organization,central government,0.297827
7915,Organization,legislature,0.034704
7916,Location,india,0.978348
7917,Quantity,4.6 5 m,0.978348
7918,Location,west bengal,0.958279
7918,Location,bihar,0.799786
7918,Location,kandahar,0.774745
7919,Quantity,25 m,0.958279
7919,Quantity,20 m,0.939805
7919,Quantity,10 0%,0.125686
7921,Quantity,100 0 hectares,0.95577
7921,Quantity,20 m,0.928644
7921,Quantity,2.7 m,0.896308
7921,Quantity,1.5 mm,0.2282
7922,Location,regenerating springs,0.958279
7922,Location,mountain,0.364496
7922,Quantity,5 hectares,0.010059
7923,Quantity,3 0%,0.978348
7925,Quantity,3.6 m,0.950015
7925,Quantity,1.5 m,0.947072
7925,Quantity,1 tonne,0.924794
7925,Quantity,0.2 5 hectare,0.883757
7925,Quantity,11 0 kg,0.748749
7925,Quantity,4 kg,0.691084
7925,Quantity,15 0 litres,0.672911
7925,Quantity,5 5 kg,0.492722
7925,Quantity,6 inches,0.391178
7925,Quantity,1.5 ft,0.383844
7925,Quantity,3 inch,0.319398
7925,Quantity,50 0 kg,0.282018
7925,Quantity,8 0 tonnes,0.119142
7925,Quantity,3 months,0.112422
7925,Quantity,1.5%,0.045314
7925,Quantity,0.9%,0.024294
7925,Quantity,1.4%,0.001969
7926,Quantity,3.6 m,0.963296
7926,Quantity,1.5 m,0.923208
7928,Quantity,3.6 m,0.95577
7928,Quantity,1.5 m,0.939172
7928,Quantity,0.1 5 tonne,0.386057
7928,Quantity,0.2 5 hectare,0.089032
7931,Quantity,1 m,0.959533
7931,Quantity,1 kg,0.64475
7931,Quantity,100 0 litres,0.525859
7931,Quantity,5 0 kg,0.38282
7931,Quantity,2 0 litres,0.371377
7931,Quantity,7 days,0.22886
7931,Quantity,1 5 days,0.040473
7931,Location,oranjestad,0.022411
7935,Location,india,0.978348
7936,Quantity,7.5 sq m,0.963296
7936,Quantity,2.2 0 metres,0.662224
7939,Location,yucca,0.978348
7940,Quantity,25 0 litres,0.978348
7942,Quantity,3 5 percent,0.95577
7942,Quantity,1 5 percent,0.903889
7942,Quantity,1 0 percent,0.845574
7942,Company,mazola,0.657477
7943,Quantity,1 01 5 kg,0.952007
7943,Quantity,2 kg,0.808639
7943,Company,mazola,0.746353
7943,Quantity,1 0 litres,0.722503
7943,Quantity,1 0 cm,0.525966
7943,Quantity,1 kg,0.482196
7943,Company,gm,0.209041
7943,Quantity,1 0  1 5 days,0.19987
7945,Location,bihar,0.963296
7945,Location,west bengal,0.912826
7946,Quantity,10 0 mm,0.978348
7949,Quantity,1 5 cm,0.963296
7949,Quantity,20 cm,0.5776
7952,Facility,palm plantation,0.978348
7953,Quantity,0.6 0 m,0.963296
7953,Quantity,0.60 cm,0.060035
7955,Location,newport,0.978348
7958,Location,newport,0.978348
7959,Organization,ministry of drinking water supply and sanitation,0.963296
7959,Location,india,0.022819
7962,Person,gram hrothgar sahayak,0.963296
7962,Organization,dpc,0.5655
7964,Quantity,4 0 %,0.978348
7965,Organization,total sanitation campaign,0.978348
7966,Organization,ministry of drinking water supply and sanitation,0.978348
7969,Organization,ministry of drinking water supply and sanitation,0.978348
7977,Organization,ministry of drinking water supply and sanitation,0.978348
7978,Organization,ministry of drinking water supply and sanitation,0.963296
7978,Location,india,0.342501
7979,Location,bihar,0.978348
7981,Location,india,0.978348
7985,Company,livelihood.to,0.958279
7985,Person,ihhl,0.674184
7985,Organization,ministry of drinking water & sanitation,0.459271
7986,Person,ihhl,0.963296
7986,Person,phisher ihhl,0.624581
7987,Quantity,6 0 years,0.963296
7987,Organization,nba,0.238224
7988,Organization,nbatsc,0.958279
7988,Organization,gram sabha,0.507305
7988,Organization,panchayat line department,0.251921
7990,Quantity,4 0%,0.978348
7991,Organization,nba,0.978348
7992,Company,nrega,0.958279
7992,Organization,nba,0.703462
7992,Organization,dpc,0.47031
7993,Organization,nodal ministry,0.958279
7993,Organization,department of rural development,0.755216
7993,Organization,ministry of rural development,0.735552
7995,Organization,"ministry of forest & environment, ministry of water resources",0.95577
7995,Organization,department of rural development,0.810815
7995,Organization,department of land resources,0.706673
7995,Organization,ministry of drinking water and sanitation,0.563878
8002,Person,gram panchayat,0.978348
8003,Person,mahatma gandhi,0.978348
8005,Person,mahatma gandhi,0.978348
8008,Quantity,1 5 days,0.978348
8009,Quantity,1 5 days,0.963296
8009,Quantity,three months,0.246822
8015,Person,mahatma gandhi,0.963296
8015,Person,tab kama khulega,0.723149
8017,Quantity,six years,0.963296
8017,Organization,po,0.128784
8018,Organization,shg,0.963296
8018,Organization,st,0.844738
8026,Organization,segf,0.978348
8027,Quantity,10 0%,0.978348
8032,Company,national level monitor,0.978348
8034,Quantity,3 months,0.978348
8037,Organization,state employment guarantee fund,0.978348
8042,Quantity,10 0%,0.978348
8047,Company,national level monitor,0.978348
8049,Quantity,3 months,0.978348
8050,Organization,segf,0.978348
8053,Location,india,0.978348
8057,Organization,aforesaid fund,0.963296
8057,Location,india,0.195099
8066,Quantity,10 0 days,0.978348
8068,Quantity,6 0 %,0.978348
8073,Organization,arch,0.963296
8073,Location,us,0.577775
8084,Quantity,1 8 years,0.958279
8084,Organization,csc,0.274925
8084,Organization,state government,0.188624
8093,Location,us,0.978348
8099,Company,national level monitor,0.978348
8101,Quantity,3 months,0.978348
8104,Organization,state employment guarantee fund,0.978348
8121,Company,national level monitor,0.978348
8123,Quantity,3 months,0.978348
8129,Organization,gp,0.978348
8133,Company,gp,0.978348
8140,Company,gp,0.978348
8149,Location,boulder,0.978348
8152,Person,catchment,0.978348
8157,Quantity,five years,0.978348
8158,Quantity,1 5 days,0.954265
8158,Organization,jcs,0.853542
8158,Quantity,5 km,0.529947
8158,Quantity,fifteen days,0.424533
8158,Quantity,1 0%,0.404435
8159,Quantity,1 5 days,0.958279
8159,Quantity,six years,0.515737
8159,Quantity,7 days,0.136975
8160,Quantity,7 days,0.95577
8160,Person,xiv,0.843791
8160,Quantity,five years,0.786758
8160,Organization,jcs,0.364872
8162,Organization,dpc,0.978348
8163,Organization,office of the gram panchayat,0.95577
8163,Person,heshe,0.887192
8163,Organization,po,0.133992
8163,Organization,oft,0.0311
8164,Location,po,0.978348
8167,Quantity,5 km,0.9999
8168,Organization,segf,0.95577
8168,Quantity,1 5 days,0.851816
8168,Company,po,0.296242
8168,Organization,dpc,0.23909
8170,Person,mahatma gandhi,0.978348
8172,Quantity,4.1 gram,0.963296
8172,Person,hrothgar sakha,0.544257
8174,Organization,po,0.978348
8175,Person,belowa,0.978348
8176,Location,phisher,0.963296
8176,Person,viii,0.412307
8177,Organization,iii voluntary technical corps,0.958279
8177,Person,heshe,0.671763
8177,Quantity,three days,0.111184
8178,Organization,po,0.978348
8181,Organization,po,0.978348
8183,Organization,po,0.978348
8184,Quantity,two years,0.970822
8184,Quantity,two year,0.776676
8184,Quantity,three years,0.767712
8184,Quantity,one year,0.359413
8185,Location,uttarakhand,0.978348
8186,Organization,central government,0.978348
8188,Organization,mahatma gandhi nrega,0.968313
8188,Company,bdo,0.109165
8188,Organization,dpc,0.083013
8189,Company,brc,0.978348
8190,Organization,dpc,0.9999
8192,Organization,district technical committee,0.978348
8193,Location,dc,0.978348
8194,Organization,dpcs,0.978348
8195,Person,ii megs,0.978348
8199,Organization,central government,0.9999
8205,Person,viii,0.978348
8209,Organization,cso,0.963296
8209,Organization,central and state government,0.118173
8212,Person,mahatma gandhi nrega,0.963296
8212,Location,india,0.558886
8213,Person,mahatma gandhi nrega,0.963296
8213,Location,india,0.558886
8217,Location,kisangani,0.95577
8217,Person,nehru suva kendra,0.43405
8217,Person,suva kendra,0.309171
8217,Organization,shgs,0.208634
8220,Organization,dpc,0.978348
8221,Organization,dpc,0.963296
8221,Organization,dpcs,0.303697
8222,Organization,gram sabha,0.963296
8222,Quantity,five years,0.453156
8229,Organization,gram sabha,0.978348
8230,Organization,gram sabha,0.9999
8231,Quantity,two year,0.953262
8231,Organization,pias,0.934411
8231,Location,newport,0.830346
8231,Quantity,two years,0.793763
8231,Organization,nba,0.790435
8231,Person,viii,0.324078
8237,Organization,dpc,0.978348
8238,Organization,ministry of rural development,0.958279
8238,Organization,state government,0.380953
8238,Quantity,1 5 days,0.208296
8239,Organization,january ministry,0.978348
8241,Quantity,six years,0.978348
8242,Organization,central government,0.978348
8243,Organization,central government,0.978348
8244,Location,india,0.978348
8247,Organization,central government,0.978348
8248,Quantity,3 months,0.954265
8248,Quantity,6 months,0.904559
8248,Person,viii,0.781809
8248,Organization,central government,0.707397
8248,Location,india,0.358981
8249,Location,boulder,0.978348
8252,Organization,state agriculture  horticulture forest department,0.978348
8255,Organization,dpc,0.978348
8256,Organization,dpc,0.978348
8257,Company,tube wells,0.963296
8257,Organization,central government,0.214868
8257,Person,gp.only,0.195466
8257,Person,heshe,0.164072
8258,Quantity,8 m,0.963296
8258,Quantity,6 m,0.027883
8264,Organization,state government,0.963296
8264,Organization,oft,0.588851
8265,Quantity,fifty percent,0.978348
8266,Organization,central government,0.963296
8266,Organization,state government,0.743008
8267,Organization,pias,0.978348
8268,Organization,dpc,0.978348
8269,Organization,pias,0.963296
8269,Organization,po,0.180941
8270,Organization,concerned line department,0.963296
8270,Organization,pia,0.623068
8275,Organization,nodal department,0.978348
8279,Quantity,two weeks,0.978348
8280,Organization,dpc,0.9999
8281,Quantity,one month,0.978348
8283,Quantity,6 5 years,0.963296
8283,Quantity,1 2.2 lb,0.556019
8284,Organization,oft,0.978348
8290,Quantity,three days,0.978348
8294,Organization,po,0.978348
8299,Organization,worksite.the citizen information board,0.978348
8306,Organization,oft,0.963296
8306,Quantity,2 days,0.523679
8315,Quantity,six years,0.978348
8318,Quantity,3 days,0.978348
8323,Organization,line department,0.978348
8327,Quantity,3 days,0.978348
8331,Quantity,7.1 5.3 gram,0.978348
8335,Organization,pias,0.978348
8337,Organization,dpc,0.978348
8337,Organization,pia,0.312702
8338,Organization,dpc,0.963296
8338,Quantity,one month,0.336194
8341,Company,banksrrbspost,0.952007
8341,Organization,central government,0.785329
8341,Organization,rbi,0.591563
8341,Person,viii,0.400107
8341,Organization,dpcs,0.199172
8341,Organization,cpmgs,0.078045
8341,Organization,post office,0.07628
8341,Organization,state government,0.048858
8342,Organization,xii ministry of rural development,0.978348
8343,Organization,level bankers coordination committee,0.953262
8343,Organization,postal dept,0.92248
8343,Organization,xv government,0.908093
8343,Organization,indian banks association,0.775739
8343,Person,aida,0.466407
8343,Organization,payment committee,0.161572
8347,Quantity,1 4 days,0.978348
8349,Company,neft,0.978348
8350,Company,reserve bank of india,0.978348
8351,Quantity,2 4 hours,0.978348
8352,Person,sims,0.978348
8353,Organization,apia,0.963296
8353,PrintMedia,branch post,0.821048
8355,Company,core banking solutions,0.958279
8355,Company,cbs,0.455948
8355,Organization,postal department,0.354512
8356,Organization,postal department,0.963296
8356,Person,sancho,0.078826
8358,Company,cbs,0.9999
8362,Company,bxs,0.963296
8362,Company,cbs,0.491252
8363,Quantity,1 5 days,0.95577
8363,Organization,dpc,0.372311
8363,Company,rsby,0.305634
8363,Organization,nodal department,0.246911
8363,Broadcaster,rsby,0.232263
8363,Organization,ministry of finance,0.226717
